instructor_id,name,specialty,employment_type,session_date,course_name,lesson_count,attendee_count,venue,hourly_rate
INS-007,山本健太,コンプライアンス,契約社員,2024-01-03,情報セキュリティ研修,1,17,名古屋オフィス,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-03,コンプライアンス概論,1,19,大阪支社会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-03,個人情報保護法,1,10,大阪支社会議室,3086
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-03,チームビルディング,1,7,東京本社A会議室,7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-03,チームビルディング,1,9,新宿研修センター,7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-03,1on1面談スキル,1,29,オンライン(Zoom),7576
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-04,内部統制基礎,1,8,大阪支社会議室,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-04,内部統制基礎,1,18,東京本社A会議室,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-04,ハラスメント防止,1,14,オンライン(Teams),2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-04,情報セキュリティ研修,1,26,オンライン(Zoom),2655
INS-009,小林誠,IT・デジタル,正社員,2024-01-04,DX推進セミナー,1,6,東京本社A会議室,2201
INS-009,小林誠,IT・デジタル,正社員,2024-01-04,データ分析基礎,1,11,大阪支社会議室,2201
INS-009,小林誠,IT・デジタル,正社員,2024-01-04,データ分析基礎,1,11,新宿研修センター,2201
INS-009,小林誠,IT・デジタル,正社員,2024-01-04,セキュリティ基礎,1,29,大阪支社会議室,2201
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-04,ハラスメント防止,1,10,新宿研修センター,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-04,個人情報保護法,1,17,オンライン(Zoom),7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-04,情報セキュリティ研修,1,27,新宿研修センター,7153
INS-018,山口遥,語学,外部講師,2024-01-05,英文ビジネスライティング,1,27,オンライン(Teams),5384
INS-018,山口遥,語学,外部講師,2024-01-05,英文ビジネスライティング,1,18,大阪支社会議室,5384
INS-018,山口遥,語学,外部講師,2024-01-05,英語プレゼン,1,8,名古屋オフィス,5384
INS-018,山口遥,語学,外部講師,2024-01-05,英語プレゼン,1,5,大阪支社会議室,5384
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-05,コンプライアンス概論,1,27,大阪支社会議室,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-05,情報セキュリティ研修,1,7,名古屋オフィス,7927
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-05,ハラスメント防止,1,23,名古屋オフィス,2655
INS-013,松本正樹,コンプライアンス,正社員,2024-01-05,ハラスメント防止,1,14,オンライン(Teams),2736
INS-002,佐藤花子,営業スキル,正社員,2024-01-05,ネゴシエーション,1,25,東京本社A会議室,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-05,顧客対応基礎,1,21,オンライン(Zoom),2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-05,提案型営業,1,11,大阪支社会議室,2774
INS-007,山本健太,コンプライアンス,契約社員,2024-01-05,情報セキュリティ研修,1,12,東京本社A会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-05,コンプライアンス概論,1,9,大阪支社会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-05,コンプライアンス概論,1,11,新宿研修センター,3086
INS-001,田中一郎,マネジメント,外部講師,2024-01-05,チームビルディング,1,10,オンライン(Teams),5267
INS-001,田中一郎,マネジメント,外部講師,2024-01-05,チームビルディング,1,20,名古屋オフィス,5267
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-08,DX推進セミナー,1,21,東京本社A会議室,3840
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-08,データ分析基礎,1,14,名古屋オフィス,3840
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-08,データ分析基礎,1,19,東京本社A会議室,3840
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-08,Pythonプログラミング入門,1,6,大阪支社会議室,3840
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-08,個人情報保護法,1,24,オンライン(Zoom),7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-08,コンプライアンス概論,1,21,名古屋オフィス,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-08,コンプライアンス概論,1,19,オンライン(Zoom),7153
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-08,DX推進セミナー,1,30,オンライン(Zoom),2527
INS-018,山口遥,語学,外部講師,2024-01-08,TOEIC対策,1,9,東京本社A会議室,5384
INS-018,山口遥,語学,外部講師,2024-01-08,英語プレゼン,1,19,東京本社A会議室,5384
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-08,コーチング入門,1,6,新宿研修センター,6299
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-08,リーダーシップ研修,1,27,名古屋オフィス,6299
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-08,チームビルディング,1,19,オンライン(Zoom),6299
INS-008,中村真理,IT・デジタル,正社員,2024-01-08,データ分析基礎,1,17,名古屋オフィス,2698
INS-008,中村真理,IT・デジタル,正社員,2024-01-08,セキュリティ基礎,1,29,大阪支社会議室,2698
INS-002,佐藤花子,営業スキル,正社員,2024-01-08,顧客対応基礎,1,25,大阪支社会議室,2774
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-09,データ分析基礎,1,9,大阪支社会議室,2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-09,クラウド活用研修,1,7,オンライン(Zoom),2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-09,クラウド活用研修,1,26,新宿研修センター,2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-09,セキュリティ基礎,1,16,大阪支社会議室,2527
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-09,個人情報保護法,1,25,大阪支社会議室,2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-09,情報セキュリティ研修,1,9,オンライン(Teams),2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-09,個人情報保護法,1,27,オンライン(Teams),2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-09,内部統制基礎,1,26,オンライン(Zoom),2439
INS-018,山口遥,語学,外部講師,2024-01-09,グローバルコミュニケーション,1,18,オンライン(Zoom),5384
INS-001,田中一郎,マネジメント,外部講師,2024-01-10,コーチング入門,1,9,新宿研修センター,5267
INS-001,田中一郎,マネジメント,外部講師,2024-01-10,1on1面談スキル,1,7,大阪支社会議室,5267
INS-001,田中一郎,マネジメント,外部講師,2024-01-10,目標管理(MBO),1,30,東京本社A会議室,5267
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-10,情報セキュリティ研修,1,29,オンライン(Zoom),7927
INS-010,加藤由美,営業スキル,正社員,2024-01-10,プレゼンスキル,1,10,オンライン(Teams),2094
INS-010,加藤由美,営業スキル,正社員,2024-01-10,提案型営業,1,29,オンライン(Zoom),2094
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-10,チームビルディング,1,16,オンライン(Teams),7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-10,リーダーシップ研修,1,28,新宿研修センター,7576
INS-007,山本健太,コンプライアンス,契約社員,2024-01-10,情報セキュリティ研修,1,12,大阪支社会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-10,情報セキュリティ研修,1,30,名古屋オフィス,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-10,情報セキュリティ研修,1,11,大阪支社会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-10,ハラスメント防止,1,26,オンライン(Zoom),3086
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-11,コンプライアンス概論,1,13,東京本社A会議室,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-11,個人情報保護法,1,25,名古屋オフィス,7153
INS-010,加藤由美,営業スキル,正社員,2024-01-11,プレゼンスキル,1,8,大阪支社会議室,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-11,提案型営業,1,7,新宿研修センター,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-11,営業データ分析,1,13,名古屋オフィス,2094
INS-013,松本正樹,コンプライアンス,正社員,2024-01-11,コンプライアンス概論,1,12,名古屋オフィス,2736
INS-013,松本正樹,コンプライアンス,正社員,2024-01-11,個人情報保護法,1,16,東京本社A会議室,2736
INS-017,清水大輔,営業スキル,正社員,2024-01-11,提案型営業,1,16,新宿研修センター,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-11,プレゼンスキル,1,5,大阪支社会議室,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-11,ネゴシエーション,1,8,オンライン(Teams),2513
INS-017,清水大輔,営業スキル,正社員,2024-01-11,営業データ分析,1,25,大阪支社会議室,2513
INS-014,井上彩,語学,正社員,2024-01-11,ビジネス英語,1,20,オンライン(Teams),2761
INS-014,井上彩,語学,正社員,2024-01-11,TOEIC対策,1,9,オンライン(Teams),2761
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-11,内部統制基礎,1,9,オンライン(Zoom),2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-11,個人情報保護法,1,28,オンライン(Zoom),2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-11,個人情報保護法,1,21,名古屋オフィス,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-11,ハラスメント防止,1,8,大阪支社会議室,2655
INS-010,加藤由美,営業スキル,正社員,2024-01-12,顧客対応基礎,1,20,オンライン(Zoom),2094
INS-010,加藤由美,営業スキル,正社員,2024-01-12,顧客対応基礎,1,22,東京本社A会議室,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-12,提案型営業,1,25,オンライン(Zoom),2094
INS-010,加藤由美,営業スキル,正社員,2024-01-12,営業データ分析,1,23,新宿研修センター,2094
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-12,ハラスメント防止,1,16,新宿研修センター,2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-12,個人情報保護法,1,23,名古屋オフィス,2439
INS-002,佐藤花子,営業スキル,正社員,2024-01-12,顧客対応基礎,1,16,東京本社A会議室,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-12,提案型営業,1,21,オンライン(Zoom),2774
INS-008,中村真理,IT・デジタル,正社員,2024-01-12,データ分析基礎,1,20,東京本社A会議室,2698
INS-013,松本正樹,コンプライアンス,正社員,2024-01-15,情報セキュリティ研修,1,29,オンライン(Zoom),2736
INS-013,松本正樹,コンプライアンス,正社員,2024-01-15,情報セキュリティ研修,1,28,大阪支社会議室,2736
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-15,個人情報保護法,1,25,新宿研修センター,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-15,内部統制基礎,1,29,オンライン(Teams),7927
INS-009,小林誠,IT・デジタル,正社員,2024-01-15,セキュリティ基礎,1,27,名古屋オフィス,2201
INS-009,小林誠,IT・デジタル,正社員,2024-01-15,DX推進セミナー,1,6,大阪支社会議室,2201
INS-009,小林誠,IT・デジタル,正社員,2024-01-15,Pythonプログラミング入門,1,11,東京本社A会議室,2201
INS-009,小林誠,IT・デジタル,正社員,2024-01-15,Pythonプログラミング入門,1,30,新宿研修センター,2201
INS-001,田中一郎,マネジメント,外部講師,2024-01-15,目標管理(MBO),1,14,オンライン(Zoom),5267
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-15,セキュリティ基礎,1,11,大阪支社会議室,3840
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-15,DX推進セミナー,1,16,東京本社A会議室,3840
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-15,データ分析基礎,1,25,大阪支社会議室,3840
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-15,クラウド活用研修,1,13,東京本社A会議室,3840
INS-020,池田美穂,営業スキル,正社員,2024-01-15,プレゼンスキル,1,17,大阪支社会議室,2450
INS-020,池田美穂,営業スキル,正社員,2024-01-15,プレゼンスキル,1,10,名古屋オフィス,2450
INS-020,池田美穂,営業スキル,正社員,2024-01-15,プレゼンスキル,1,27,名古屋オフィス,2450
INS-002,佐藤花子,営業スキル,正社員,2024-01-15,営業データ分析,1,28,名古屋オフィス,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-15,プレゼンスキル,1,7,名古屋オフィス,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-15,営業データ分析,1,24,新宿研修センター,2774
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-15,目標管理(MBO),1,14,名古屋オフィス,7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-15,リーダーシップ研修,1,24,オンライン(Teams),7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-15,チームビルディング,1,18,新宿研修センター,7576
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-16,個人情報保護法,1,25,名古屋オフィス,7153
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-16,内部統制基礎,1,5,新宿研修センター,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-16,情報セキュリティ研修,1,24,オンライン(Teams),7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-16,個人情報保護法,1,30,名古屋オフィス,7927
INS-020,池田美穂,営業スキル,正社員,2024-01-16,提案型営業,1,12,オンライン(Teams),2450
INS-002,佐藤花子,営業スキル,正社員,2024-01-16,ネゴシエーション,1,9,オンライン(Teams),2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-16,営業データ分析,1,19,大阪支社会議室,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-16,提案型営業,1,16,名古屋オフィス,2774
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-16,DX推進セミナー,1,21,大阪支社会議室,3840
INS-010,加藤由美,営業スキル,正社員,2024-01-16,ネゴシエーション,1,10,名古屋オフィス,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-16,ネゴシエーション,1,21,名古屋オフィス,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-16,営業データ分析,1,22,東京本社A会議室,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-16,提案型営業,1,13,大阪支社会議室,2094
INS-007,山本健太,コンプライアンス,契約社員,2024-01-16,ハラスメント防止,1,11,東京本社A会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-16,情報セキュリティ研修,1,9,東京本社A会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-16,情報セキュリティ研修,1,19,新宿研修センター,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-16,コンプライアンス概論,1,27,名古屋オフィス,3086
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-16,コーチング入門,1,15,オンライン(Teams),6299
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-17,情報セキュリティ研修,1,25,新宿研修センター,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-17,コンプライアンス概論,1,30,大阪支社会議室,2655
INS-018,山口遥,語学,外部講師,2024-01-17,ビジネス英語,1,9,新宿研修センター,5384
INS-018,山口遥,語学,外部講師,2024-01-17,TOEIC対策,1,30,名古屋オフィス,5384
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-17,データ分析基礎,1,23,大阪支社会議室,3840
INS-010,加藤由美,営業スキル,正社員,2024-01-17,営業データ分析,1,14,名古屋オフィス,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-17,プレゼンスキル,1,27,オンライン(Teams),2094
INS-010,加藤由美,営業スキル,正社員,2024-01-17,顧客対応基礎,1,20,オンライン(Zoom),2094
INS-010,加藤由美,営業スキル,正社員,2024-01-17,提案型営業,1,18,名古屋オフィス,2094
INS-017,清水大輔,営業スキル,正社員,2024-01-17,提案型営業,1,15,オンライン(Teams),2513
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-18,個人情報保護法,1,23,新宿研修センター,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-18,コンプライアンス概論,1,29,新宿研修センター,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-18,内部統制基礎,1,18,オンライン(Zoom),7153
INS-020,池田美穂,営業スキル,正社員,2024-01-18,営業データ分析,1,21,新宿研修センター,2450
INS-017,清水大輔,営業スキル,正社員,2024-01-18,提案型営業,1,16,オンライン(Zoom),2513
INS-017,清水大輔,営業スキル,正社員,2024-01-18,ネゴシエーション,1,14,東京本社A会議室,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-18,顧客対応基礎,1,13,新宿研修センター,2513
INS-018,山口遥,語学,外部講師,2024-01-19,ビジネス英語,1,24,大阪支社会議室,5384
INS-018,山口遥,語学,外部講師,2024-01-19,グローバルコミュニケーション,1,23,東京本社A会議室,5384
INS-009,小林誠,IT・デジタル,正社員,2024-01-19,Pythonプログラミング入門,1,25,オンライン(Zoom),2201
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-19,チームビルディング,1,25,東京本社A会議室,6299
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-19,チームビルディング,1,20,オンライン(Teams),6299
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-19,1on1面談スキル,1,22,大阪支社会議室,6299
INS-010,加藤由美,営業スキル,正社員,2024-01-19,プレゼンスキル,1,14,名古屋オフィス,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-19,営業データ分析,1,7,オンライン(Teams),2094
INS-010,加藤由美,営業スキル,正社員,2024-01-19,顧客対応基礎,1,6,新宿研修センター,2094
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-19,内部統制基礎,1,27,大阪支社会議室,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-19,内部統制基礎,1,28,大阪支社会議室,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-19,ハラスメント防止,1,17,新宿研修センター,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-19,個人情報保護法,1,29,大阪支社会議室,2655
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-19,データ分析基礎,1,19,東京本社A会議室,3840
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-19,DX推進セミナー,1,17,オンライン(Zoom),2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-19,Pythonプログラミング入門,1,18,新宿研修センター,2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-19,Pythonプログラミング入門,1,10,大阪支社会議室,2527
INS-016,林奈央,IT・デジタル,外部講師,2024-01-19,Pythonプログラミング入門,1,19,名古屋オフィス,7358
INS-016,林奈央,IT・デジタル,外部講師,2024-01-19,Pythonプログラミング入門,1,14,名古屋オフィス,7358
INS-016,林奈央,IT・デジタル,外部講師,2024-01-19,セキュリティ基礎,1,5,東京本社A会議室,7358
INS-017,清水大輔,営業スキル,正社員,2024-01-22,ネゴシエーション,1,24,オンライン(Teams),2513
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-22,ハラスメント防止,1,13,オンライン(Teams),7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-22,個人情報保護法,1,16,名古屋オフィス,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-22,個人情報保護法,1,16,東京本社A会議室,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-22,個人情報保護法,1,17,東京本社A会議室,7153
INS-008,中村真理,IT・デジタル,正社員,2024-01-22,データ分析基礎,1,17,オンライン(Zoom),2698
INS-008,中村真理,IT・デジタル,正社員,2024-01-22,データ分析基礎,1,19,オンライン(Zoom),2698
INS-007,山本健太,コンプライアンス,契約社員,2024-01-22,コンプライアンス概論,1,9,東京本社A会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-22,情報セキュリティ研修,1,17,大阪支社会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-22,情報セキュリティ研修,1,30,大阪支社会議室,3086
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-22,情報セキュリティ研修,1,21,東京本社A会議室,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-22,個人情報保護法,1,6,東京本社A会議室,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-22,内部統制基礎,1,9,オンライン(Teams),7927
INS-001,田中一郎,マネジメント,外部講師,2024-01-22,コーチング入門,1,21,新宿研修センター,5267
INS-001,田中一郎,マネジメント,外部講師,2024-01-22,1on1面談スキル,1,15,オンライン(Zoom),5267
INS-001,田中一郎,マネジメント,外部講師,2024-01-22,リーダーシップ研修,1,15,新宿研修センター,5267
INS-020,池田美穂,営業スキル,正社員,2024-01-23,プレゼンスキル,1,8,名古屋オフィス,2450
INS-020,池田美穂,営業スキル,正社員,2024-01-23,提案型営業,1,23,大阪支社会議室,2450
INS-020,池田美穂,営業スキル,正社員,2024-01-23,ネゴシエーション,1,30,オンライン(Teams),2450
INS-010,加藤由美,営業スキル,正社員,2024-01-23,プレゼンスキル,1,13,オンライン(Teams),2094
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-23,クラウド活用研修,1,10,オンライン(Zoom),2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-23,DX推進セミナー,1,25,オンライン(Teams),2527
INS-017,清水大輔,営業スキル,正社員,2024-01-23,提案型営業,1,8,新宿研修センター,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-23,顧客対応基礎,1,5,名古屋オフィス,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-23,提案型営業,1,15,名古屋オフィス,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-23,営業データ分析,1,9,名古屋オフィス,2513
INS-016,林奈央,IT・デジタル,外部講師,2024-01-23,DX推進セミナー,1,20,オンライン(Teams),7358
INS-016,林奈央,IT・デジタル,外部講師,2024-01-23,クラウド活用研修,1,28,東京本社A会議室,7358
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-23,内部統制基礎,1,26,名古屋オフィス,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-23,内部統制基礎,1,21,名古屋オフィス,7927
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-24,チームビルディング,1,22,大阪支社会議室,7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-24,リーダーシップ研修,1,12,大阪支社会議室,7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-24,目標管理(MBO),1,29,大阪支社会議室,7576
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-24,情報セキュリティ研修,1,20,大阪支社会議室,7153
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-24,内部統制基礎,1,22,オンライン(Teams),7153
INS-018,山口遥,語学,外部講師,2024-01-24,TOEIC対策,1,17,大阪支社会議室,5384
INS-018,山口遥,語学,外部講師,2024-01-24,英語プレゼン,1,29,新宿研修センター,5384
INS-018,山口遥,語学,外部講師,2024-01-24,英語プレゼン,1,14,東京本社A会議室,5384
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-24,セキュリティ基礎,1,25,大阪支社会議室,2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-24,Pythonプログラミング入門,1,28,名古屋オフィス,2527
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-24,セキュリティ基礎,1,11,新宿研修センター,2527
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-24,コンプライアンス概論,1,24,オンライン(Teams),7927
