date,employee_id,employee_name,department,clock_in,clock_out,break_minutes,paid_leave,actual_work_hours,overtime_hours,clock_imputed,source_file
2024-01-03,EMP-655,社員003,営業部,08:47,18:03,60,0,8.27,0.2699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-655,社員003,営業部,08:03,19:05,60,0,10.03,2.0299999999999994,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-655,社員003,営業部,08:43,17:25,60,0,7.7,0.0,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-655,社員003,営業部,08:37,19:02,60,0,9.42,1.42,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-655,社員003,営業部,09:29,18:13,60,0,7.73,0.0,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-655,社員003,営業部,09:12,17:42,60,0,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-655,社員003,営業部,08:00,18:39,60,0,9.65,1.6500000000000004,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-655,社員003,営業部,08:34,17:32,60,0,7.97,0.0,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-655,社員003,営業部,08:56,17:23,60,0,7.45,0.0,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-655,社員003,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-655,社員003,営業部,09:29,19:06,60,0,8.62,0.6199999999999992,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-655,社員003,営業部,08:56,17:47,60,0,7.85,0.0,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-655,社員003,営業部,08:45,18:13,60,0,8.47,0.47000000000000064,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-655,社員003,営業部,09:08,17:05,60,0,6.95,0.0,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-655,社員003,営業部,08:00,18:49,60,0,9.82,1.8200000000000003,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-655,社員003,営業部,08:47,18:35,60,0,8.8,0.8000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-655,社員003,営業部,08:04,19:57,60,0,10.88,2.880000000000001,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-655,社員003,営業部,09:18,19:09,60,0,8.85,0.8499999999999996,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-655,社員003,営業部,09:28,17:57,60,0,7.48,0.0,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-655,社員003,営業部,08:22,19:56,60,0,10.57,2.5700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-655,社員003,営業部,08:59,17:55,60,0,7.93,0.0,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-516,社員004,営業部,08:56,18:01,60,0,8.08,0.08000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-516,社員004,営業部,09:25,19:55,60,0,9.5,1.5,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-516,社員004,営業部,08:50,19:06,60,0,9.27,1.2699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-516,社員004,営業部,09:07,17:52,60,0,7.75,0.0,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-516,社員004,営業部,08:14,17:42,60,0,8.47,0.47000000000000064,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-516,社員004,営業部,08:49,18:22,60,0,8.55,0.5500000000000007,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-516,社員004,営業部,09:30,17:07,60,0,6.62,0.0,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-516,社員004,営業部,09:01,17:38,60,0,7.62,0.0,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-516,社員004,営業部,09:13,19:32,60,0,9.32,1.3200000000000003,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-516,社員004,営業部,08:16,17:45,60,0,8.48,0.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-516,社員004,営業部,08:23,18:04,60,0,8.68,0.6799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-516,社員004,営業部,09:21,17:46,60,0,7.42,0.0,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-516,社員004,営業部,09:10,18:44,60,0,8.57,0.5700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-516,社員004,営業部,09:21,18:43,60,0,8.37,0.3699999999999992,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-516,社員004,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-516,社員004,営業部,09:25,19:38,60,0,9.22,1.2200000000000006,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-516,社員004,営業部,09:21,17:32,60,0,7.18,0.0,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-516,社員004,営業部,08:42,17:18,60,0,7.6,0.0,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-516,社員004,営業部,09:02,17:43,60,0,7.68,0.0,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-516,社員004,営業部,08:01,17:15,60,0,8.23,0.23000000000000043,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-516,社員004,営業部,08:29,18:56,60,0,9.45,1.4499999999999993,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-516,社員004,営業部,09:15,18:15,60,0,8.0,0.0,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-516,社員004,営業部,08:49,18:14,60,0,8.42,0.41999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-173,社員005,営業部,09:01,19:15,60,0,9.23,1.2300000000000004,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-173,社員005,営業部,08:51,18:42,60,0,8.85,0.8499999999999996,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-173,社員005,営業部,09:30,18:39,60,0,8.15,0.15000000000000036,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-173,社員005,営業部,09:26,19:28,60,0,9.03,1.0299999999999994,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-173,社員005,営業部,09:14,18:48,60,0,8.57,0.5700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-173,社員005,営業部,09:20,17:17,60,0,6.95,0.0,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-173,社員005,営業部,08:17,18:20,60,0,9.05,1.0500000000000007,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-173,社員005,営業部,08:14,18:44,60,0,9.5,1.5,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-173,社員005,営業部,09:13,18:34,60,0,8.35,0.34999999999999964,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-173,社員005,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-173,社員005,営業部,09:15,17:22,60,0,7.12,0.0,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-173,社員005,営業部,09:17,19:47,60,0,9.5,1.5,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-173,社員005,営業部,08:31,17:17,60,0,7.77,0.0,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-173,社員005,営業部,09:21,19:51,60,0,9.5,1.5,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-173,社員005,営業部,09:29,17:39,60,0,7.17,0.0,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-173,社員005,営業部,08:05,19:27,60,0,10.37,2.369999999999999,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-173,社員005,営業部,08:16,18:20,60,0,9.07,1.0700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-173,社員005,営業部,09:08,18:16,60,0,8.13,0.13000000000000078,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-173,社員005,営業部,08:22,17:41,60,0,8.32,0.3200000000000003,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-173,社員005,営業部,08:48,17:15,60,0,7.45,0.0,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-173,社員005,営業部,08:15,17:30,60,0,8.25,0.25,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-173,社員005,営業部,08:29,19:16,60,0,9.78,1.7799999999999994,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-173,社員005,営業部,08:49,17:19,60,0,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-303,社員006,営業部,09:18,19:58,60,0,9.67,1.67,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-303,社員006,営業部,08:04,19:44,60,0,10.67,2.67,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-303,社員006,営業部,09:27,19:38,60,0,9.18,1.1799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-303,社員006,営業部,08:22,19:27,60,0,10.08,2.08,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-303,社員006,営業部,09:00,18:52,60,0,8.87,0.8699999999999992,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-303,社員006,営業部,09:20,18:45,60,0,8.42,0.41999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-303,社員006,営業部,09:19,19:49,60,0,9.5,1.5,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-303,社員006,営業部,09:10,17:53,60,0,7.72,0.0,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-303,社員006,営業部,09:07,18:36,60,0,8.48,0.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-303,社員006,営業部,08:31,18:11,60,0,8.67,0.6699999999999999,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-303,社員006,営業部,09:10,18:56,60,0,8.77,0.7699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-303,社員006,営業部,08:33,17:05,60,0,7.53,0.0,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-303,社員006,営業部,08:44,18:41,60,0,8.95,0.9499999999999993,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-303,社員006,営業部,08:05,18:14,60,0,9.15,1.1500000000000004,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-303,社員006,営業部,09:15,19:33,60,0,9.3,1.3000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-303,社員006,営業部,09:11,19:29,60,0,9.3,1.3000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-303,社員006,営業部,08:46,17:20,60,0,7.57,0.0,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-303,社員006,営業部,08:12,17:47,60,0,8.58,0.5800000000000001,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-303,社員006,営業部,09:03,17:18,60,0,7.25,0.0,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-303,社員006,営業部,08:45,19:08,60,0,9.38,1.3800000000000008,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-303,社員006,営業部,09:22,17:40,60,0,7.3,0.0,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-303,社員006,営業部,08:36,18:30,60,0,8.9,0.9000000000000004,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-303,社員006,営業部,08:16,18:07,60,0,8.85,0.8499999999999996,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-382,社員007,営業部,08:36,19:43,60,0,10.12,2.119999999999999,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-382,社員007,営業部,09:02,17:07,60,0,7.08,0.0,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-382,社員007,営業部,08:49,19:24,60,0,9.58,1.58,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-382,社員007,営業部,09:09,19:39,60,0,9.5,1.5,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-382,社員007,営業部,08:48,17:40,60,0,7.87,0.0,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-382,社員007,営業部,08:15,17:35,60,0,8.33,0.33000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-382,社員007,営業部,09:09,17:14,60,0,7.08,0.0,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-382,社員007,営業部,09:02,19:14,60,0,9.2,1.1999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-382,社員007,営業部,08:27,17:34,60,0,8.12,0.11999999999999922,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-382,社員007,営業部,09:26,17:04,60,0,6.63,0.0,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-382,社員007,営業部,09:14,17:29,60,0,7.25,0.0,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-382,社員007,営業部,09:16,19:31,60,0,9.25,1.25,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-382,社員007,営業部,09:23,18:38,60,0,8.25,0.25,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-382,社員007,営業部,08:48,19:52,60,0,10.07,2.0700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-382,社員007,営業部,08:30,19:41,60,0,10.18,2.1799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-382,社員007,営業部,09:20,18:05,60,0,7.75,0.0,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-382,社員007,営業部,09:21,17:54,60,0,7.55,0.0,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-382,社員007,営業部,09:09,19:25,60,0,9.27,1.2699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-382,社員007,営業部,09:02,18:16,60,0,8.23,0.23000000000000043,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-382,社員007,営業部,09:27,19:52,60,0,9.42,1.42,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-382,社員007,営業部,09:13,17:12,60,0,6.98,0.0,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-382,社員007,営業部,09:20,18:48,60,0,8.47,0.47000000000000064,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-846,社員008,営業部,08:59,18:28,60,0,8.48,0.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-846,社員008,営業部,08:40,19:51,60,0,10.18,2.1799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-846,社員008,営業部,08:35,18:05,60,0,8.5,0.5,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-846,社員008,営業部,08:29,17:41,60,0,8.2,0.1999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-846,社員008,営業部,09:16,19:17,60,0,9.02,1.0199999999999996,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-846,社員008,営業部,09:07,18:35,60,0,8.47,0.47000000000000064,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-846,社員008,営業部,08:55,17:17,60,0,7.37,0.0,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-846,社員008,営業部,09:29,19:17,60,0,8.8,0.8000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-846,社員008,営業部,09:26,19:37,60,0,9.18,1.1799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-846,社員008,営業部,08:28,19:30,60,0,10.03,2.0299999999999994,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-846,社員008,営業部,09:14,18:55,60,0,8.68,0.6799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-846,社員008,営業部,09:07,18:02,60,0,7.92,0.0,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-846,社員008,営業部,09:12,19:50,60,0,9.63,1.6300000000000008,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-846,社員008,営業部,09:30,17:08,60,0,6.63,0.0,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-846,社員008,営業部,08:55,18:06,60,0,8.18,0.17999999999999972,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-846,社員008,営業部,08:26,19:09,60,0,9.72,1.7200000000000006,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-846,社員008,営業部,09:10,19:44,60,0,9.57,1.5700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-846,社員008,営業部,09:27,19:54,60,0,9.45,1.4499999999999993,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-846,社員008,営業部,09:27,19:02,60,0,8.58,0.5800000000000001,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-846,社員008,営業部,09:07,19:05,60,0,8.97,0.9700000000000006,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-846,社員008,営業部,08:28,17:44,60,0,8.27,0.2699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-846,社員008,営業部,09:25,17:18,60,0,6.88,0.0,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-846,社員008,営業部,08:33,18:36,60,0,9.05,1.0500000000000007,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-371,社員009,営業部,08:05,19:55,60,0,10.83,2.83,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-371,社員009,営業部,09:29,19:09,60,0,8.67,0.6699999999999999,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-371,社員009,営業部,09:08,19:00,60,0,8.87,0.8699999999999992,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-371,社員009,営業部,09:21,19:10,60,0,8.82,0.8200000000000003,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-371,社員009,営業部,09:20,18:44,60,0,8.4,0.40000000000000036,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-371,社員009,営業部,08:24,18:06,60,0,8.7,0.6999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-371,社員009,営業部,09:22,18:01,60,0,7.65,0.0,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-371,社員009,営業部,09:00,19:55,60,0,9.92,1.92,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-371,社員009,営業部,08:58,19:47,60,0,9.82,1.8200000000000003,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-371,社員009,営業部,09:24,17:38,60,0,7.23,0.0,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-371,社員009,営業部,08:39,18:43,60,0,9.07,1.0700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-371,社員009,営業部,08:40,17:57,60,0,8.28,0.27999999999999936,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-371,社員009,営業部,09:01,19:23,60,0,9.37,1.3699999999999992,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-371,社員009,営業部,09:10,19:26,60,0,9.27,1.2699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-371,社員009,営業部,09:16,19:58,60,0,9.7,1.6999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-371,社員009,営業部,09:30,18:47,60,0,8.28,0.27999999999999936,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-371,社員009,営業部,09:30,17:09,60,0,6.65,0.0,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-371,社員009,営業部,09:30,19:23,60,0,8.88,0.8800000000000008,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-371,社員009,営業部,09:17,17:29,60,0,7.2,0.0,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-371,社員009,営業部,09:18,18:52,60,0,8.57,0.5700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-371,社員009,営業部,08:30,17:39,60,0,8.15,0.15000000000000036,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-371,社員009,営業部,08:41,17:40,60,0,7.98,0.0,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-371,社員009,営業部,09:20,18:07,60,0,7.78,0.0,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-150,社員010,営業部,09:15,17:06,60,0,6.85,0.0,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-150,社員010,営業部,09:14,18:42,60,0,8.47,0.47000000000000064,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-150,社員010,営業部,09:18,19:46,60,0,9.47,1.4700000000000006,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-150,社員010,営業部,08:53,18:39,60,0,8.77,0.7699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-150,社員010,営業部,08:44,18:13,60,0,8.48,0.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-150,社員010,営業部,09:03,19:23,60,0,9.33,1.33,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-150,社員010,営業部,09:01,18:17,60,0,8.27,0.2699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-150,社員010,営業部,09:02,19:13,60,0,9.18,1.1799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-150,社員010,営業部,08:03,18:15,60,0,9.2,1.1999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-150,社員010,営業部,08:04,19:13,60,0,10.15,2.1500000000000004,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-150,社員010,営業部,08:21,17:50,60,0,8.48,0.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-150,社員010,営業部,08:08,19:16,60,0,10.13,2.130000000000001,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-150,社員010,営業部,08:08,17:22,60,0,8.23,0.23000000000000043,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-150,社員010,営業部,09:00,17:16,60,0,7.27,0.0,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-150,社員010,営業部,08:47,17:30,60,0,7.72,0.0,False,01_営業部_勤怠_202401.csv
