instructor_id,name,specialty,employment_type,session_date,course_name,lesson_count,attendee_count,venue,hourly_rate,source_file,lesson_hours,lesson_cost,cost_per_attendee,workload_flag
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-03,リーダーシップ研修,1.0,25.0,オンライン(Zoom),7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,454.56,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-04,個人情報保護法,1.0,14.0,新宿研修センター,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,330.64,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-04,コンプライアンス概論,1.0,6.0,新宿研修センター,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,771.5,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-04,コンプライアンス概論,1.0,23.0,東京本社A会議室,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,201.26,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-04,コンプライアンス概論,1.0,7.0,オンライン(Teams),3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,661.29,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-04,コーチング入門,1.0,26.0,名古屋オフィス,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,363.38,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-04,コーチング入門,1.0,22.0,新宿研修センター,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,429.45,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-04,1on1面談スキル,1.0,13.0,オンライン(Zoom),6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,726.77,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-04,リーダーシップ研修,1.0,24.0,名古屋オフィス,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,393.67,通常
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-04,コンプライアンス概論,1.0,27.0,新宿研修センター,7927.0,01_instructor_schedule_styleA.csv,1.5,11890.0,440.37,通常
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-04,情報セキュリティ研修,1.0,27.0,大阪支社会議室,7927.0,01_instructor_schedule_styleA.csv,1.5,11890.0,440.37,通常
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-04,コーチング入門,1.0,8.0,新宿研修センター,7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,1420.5,通常
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-04,チームビルディング,1.0,12.0,東京本社A会議室,7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,947.0,通常
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-04,1on1面談スキル,1.0,15.0,東京本社A会議室,7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,757.6,通常
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-04,1on1面談スキル,1.0,23.0,オンライン(Zoom),7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,494.09,通常
INS-001,田中一郎,マネジメント,外部講師,2024-01-04,1on1面談スキル,1.0,27.0,オンライン(Teams),5267.0,01_instructor_schedule_styleA.csv,1.5,7900.0,292.59,通常
INS-001,田中一郎,マネジメント,外部講師,2024-01-04,リーダーシップ研修,1.0,6.0,新宿研修センター,5267.0,01_instructor_schedule_styleA.csv,1.5,7900.0,1316.67,通常
INS-010,加藤由美,営業スキル,正社員,2024-01-04,営業データ分析,1.0,15.0,東京本社A会議室,2094.0,01_instructor_schedule_styleA.csv,1.5,3141.0,209.4,通常
INS-017,清水大輔,営業スキル,正社員,2024-01-04,ネゴシエーション,1.0,22.0,新宿研修センター,2513.0,01_instructor_schedule_styleA.csv,1.5,3770.0,171.36,通常
INS-017,清水大輔,営業スキル,正社員,2024-01-04,プレゼンスキル,1.0,28.0,オンライン(Zoom),2513.0,01_instructor_schedule_styleA.csv,1.5,3770.0,134.64,通常
INS-016,林奈央,IT・デジタル,外部講師,2024-01-05,データ分析基礎,1.0,25.0,オンライン(Teams),7358.0,01_instructor_schedule_styleA.csv,1.5,11037.0,441.48,通常
INS-016,林奈央,IT・デジタル,外部講師,2024-01-05,DX推進セミナー,1.0,8.0,東京本社A会議室,7358.0,01_instructor_schedule_styleA.csv,1.5,11037.0,1379.62,通常
INS-016,林奈央,IT・デジタル,外部講師,2024-01-05,セキュリティ基礎,1.0,17.0,オンライン(Teams),7358.0,01_instructor_schedule_styleA.csv,1.5,11037.0,649.24,通常
INS-016,林奈央,IT・デジタル,外部講師,2024-01-05,Pythonプログラミング入門,1.0,15.0,東京本社A会議室,7358.0,01_instructor_schedule_styleA.csv,1.5,11037.0,735.8,通常
INS-008,中村真理,IT・デジタル,正社員,2024-01-05,Pythonプログラミング入門,1.0,9.0,名古屋オフィス,2698.0,01_instructor_schedule_styleA.csv,1.5,4047.0,449.67,通常
INS-008,中村真理,IT・デジタル,正社員,2024-01-05,DX推進セミナー,1.0,10.0,大阪支社会議室,2698.0,01_instructor_schedule_styleA.csv,1.5,4047.0,404.7,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-05,ネゴシエーション,1.0,22.0,東京本社A会議室,2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,167.05,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-05,営業データ分析,1.0,6.0,オンライン(Teams),2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,612.5,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-05,プレゼンスキル,1.0,22.0,東京本社A会議室,2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,167.05,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-05,営業データ分析,1.0,7.0,新宿研修センター,2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,525.0,通常
INS-014,井上彩,語学,正社員,2024-01-05,英語プレゼン,1.0,17.0,東京本社A会議室,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,243.65,通常
INS-014,井上彩,語学,正社員,2024-01-05,英語プレゼン,1.0,10.0,名古屋オフィス,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,414.2,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-05,コンプライアンス概論,1.0,13.0,名古屋オフィス,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,356.08,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-05,プレゼンスキル,1.0,22.0,オンライン(Teams),2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,189.14,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-05,営業データ分析,1.0,27.0,名古屋オフィス,2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,154.11,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-05,営業データ分析,1.0,9.0,新宿研修センター,2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,462.33,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-05,ハラスメント防止,1.0,6.0,オンライン(Teams),7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,1788.33,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-05,個人情報保護法,1.0,15.0,東京本社A会議室,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,715.33,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-05,情報セキュリティ研修,1.0,6.0,オンライン(Zoom),7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,1788.33,通常
INS-017,清水大輔,営業スキル,正社員,2024-01-08,提案型営業,1.0,12.0,名古屋オフィス,2513.0,01_instructor_schedule_styleA.csv,1.5,3770.0,314.17,通常
INS-017,清水大輔,営業スキル,正社員,2024-01-08,提案型営業,1.0,8.0,オンライン(Zoom),2513.0,01_instructor_schedule_styleA.csv,1.5,3770.0,471.25,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-08,プレゼンスキル,1.0,7.0,名古屋オフィス,2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,525.0,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-08,提案型営業,1.0,26.0,オンライン(Zoom),2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,141.35,通常
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-08,コーチング入門,1.0,12.0,大阪支社会議室,7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,947.0,通常
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-08,目標管理(MBO),1.0,17.0,新宿研修センター,7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,668.47,通常
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-08,チームビルディング,1.0,26.0,オンライン(Teams),7576.0,01_instructor_schedule_styleA.csv,1.5,11364.0,437.08,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-08,プレゼンスキル,1.0,5.0,名古屋オフィス,2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,832.2,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-08,営業データ分析,1.0,24.0,オンライン(Zoom),2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,173.38,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-08,営業データ分析,1.0,8.0,東京本社A会議室,2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,520.12,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-08,内部統制基礎,1.0,16.0,東京本社A会議室,2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,248.88,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-08,個人情報保護法,1.0,12.0,大阪支社会議室,2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,331.83,通常
INS-014,井上彩,語学,正社員,2024-01-08,ビジネス英語,1.0,24.0,オンライン(Teams),2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,172.58,通常
INS-014,井上彩,語学,正社員,2024-01-08,英文ビジネスライティング,1.0,21.0,東京本社A会議室,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,197.24,通常
INS-014,井上彩,語学,正社員,2024-01-08,グローバルコミュニケーション,1.0,26.0,オンライン(Zoom),2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,159.31,通常
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-09,ハラスメント防止,1.0,27.0,大阪支社会議室,2439.0,01_instructor_schedule_styleA.csv,1.5,3658.0,135.48,通常
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-09,情報セキュリティ研修,1.0,11.0,オンライン(Teams),2439.0,01_instructor_schedule_styleA.csv,1.5,3658.0,332.55,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-09,1on1面談スキル,1.0,6.0,東京本社A会議室,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,1574.67,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-09,目標管理(MBO),1.0,25.0,名古屋オフィス,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,377.92,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-09,コーチング入門,1.0,13.0,東京本社A会議室,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,726.77,通常
INS-009,小林誠,IT・デジタル,正社員,2024-01-09,データ分析基礎,1.0,9.0,オンライン(Teams),2201.0,01_instructor_schedule_styleA.csv,1.5,3302.0,366.89,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-09,提案型営業,1.0,22.0,東京本社A会議室,2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,167.05,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-09,プレゼンスキル,1.0,8.0,東京本社A会議室,2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,459.38,通常
INS-020,池田美穂,営業スキル,正社員,2024-01-09,顧客対応基礎,1.0,27.0,新宿研修センター,2450.0,01_instructor_schedule_styleA.csv,1.5,3675.0,136.11,通常
INS-017,清水大輔,営業スキル,正社員,2024-01-09,営業データ分析,1.0,23.0,オンライン(Zoom),2513.0,01_instructor_schedule_styleA.csv,1.5,3770.0,163.91,通常
INS-014,井上彩,語学,正社員,2024-01-10,英文ビジネスライティング,1.0,16.0,新宿研修センター,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,258.88,通常
INS-014,井上彩,語学,正社員,2024-01-10,グローバルコミュニケーション,1.0,26.0,新宿研修センター,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,159.31,通常
INS-014,井上彩,語学,正社員,2024-01-10,英文ビジネスライティング,1.0,26.0,東京本社A会議室,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,159.31,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-10,チームビルディング,1.0,24.0,オンライン(Teams),6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,393.67,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-10,コーチング入門,1.0,9.0,新宿研修センター,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,1049.78,通常
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-10,1on1面談スキル,1.0,10.0,新宿研修センター,6299.0,01_instructor_schedule_styleA.csv,1.5,9448.0,944.8,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-10,提案型営業,1.0,30.0,オンライン(Teams),2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,138.7,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-10,顧客対応基礎,1.0,28.0,新宿研修センター,2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,148.61,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-10,ネゴシエーション,1.0,13.0,新宿研修センター,2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,320.08,通常
INS-002,佐藤花子,営業スキル,正社員,2024-01-10,営業データ分析,1.0,30.0,オンライン(Teams),2774.0,01_instructor_schedule_styleA.csv,1.5,4161.0,138.7,通常
INS-010,加藤由美,営業スキル,正社員,2024-01-10,ネゴシエーション,1.0,6.0,名古屋オフィス,2094.0,01_instructor_schedule_styleA.csv,1.5,3141.0,523.5,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-11,ハラスメント防止,1.0,17.0,大阪支社会議室,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,272.29,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-11,情報セキュリティ研修,1.0,13.0,東京本社A会議室,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,356.08,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-11,ハラスメント防止,1.0,22.0,大阪支社会議室,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,487.73,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-11,内部統制基礎,1.0,5.0,東京本社A会議室,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,2146.0,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-11,情報セキュリティ研修,1.0,13.0,新宿研修センター,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,825.38,通常
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-11,個人情報保護法,1.0,30.0,大阪支社会議室,7927.0,01_instructor_schedule_styleA.csv,1.5,11890.0,396.33,通常
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-11,内部統制基礎,1.0,18.0,オンライン(Zoom),7927.0,01_instructor_schedule_styleA.csv,1.5,11890.0,660.56,通常
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-11,ハラスメント防止,1.0,21.0,東京本社A会議室,7927.0,01_instructor_schedule_styleA.csv,1.5,11890.0,566.19,通常
INS-010,加藤由美,営業スキル,正社員,2024-01-11,営業データ分析,1.0,21.0,オンライン(Zoom),2094.0,01_instructor_schedule_styleA.csv,1.5,3141.0,149.57,通常
INS-010,加藤由美,営業スキル,正社員,2024-01-11,提案型営業,1.0,26.0,オンライン(Teams),2094.0,01_instructor_schedule_styleA.csv,1.5,3141.0,120.81,通常
INS-010,加藤由美,営業スキル,正社員,2024-01-11,提案型営業,1.0,28.0,オンライン(Teams),2094.0,01_instructor_schedule_styleA.csv,1.5,3141.0,112.18,通常
INS-010,加藤由美,営業スキル,正社員,2024-01-11,プレゼンスキル,1.0,26.0,新宿研修センター,2094.0,01_instructor_schedule_styleA.csv,1.5,3141.0,120.81,通常
INS-014,井上彩,語学,正社員,2024-01-12,英語プレゼン,1.0,27.0,大阪支社会議室,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,153.41,通常
INS-014,井上彩,語学,正社員,2024-01-12,グローバルコミュニケーション,1.0,22.0,新宿研修センター,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,188.27,通常
INS-014,井上彩,語学,正社員,2024-01-12,TOEIC対策,1.0,11.0,名古屋オフィス,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,376.55,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-12,情報セキュリティ研修,1.0,22.0,東京本社A会議室,2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,181.0,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-12,コンプライアンス概論,1.0,14.0,大阪支社会議室,2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,284.43,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-12,情報セキュリティ研修,1.0,11.0,名古屋オフィス,2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,362.0,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-12,ハラスメント防止,1.0,30.0,オンライン(Zoom),2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,132.73,通常
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-12,DX推進セミナー,1.0,20.0,オンライン(Teams),2527.0,01_instructor_schedule_styleA.csv,1.5,3790.0,189.5,通常
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-12,DX推進セミナー,1.0,10.0,オンライン(Teams),2527.0,01_instructor_schedule_styleA.csv,1.5,3790.0,379.0,通常
INS-011,吉田拓也,IT・デジタル,正社員,2024-01-12,データ分析基礎,1.0,7.0,大阪支社会議室,2527.0,01_instructor_schedule_styleA.csv,1.5,3790.0,541.43,通常
INS-018,山口遥,語学,外部講師,2024-01-12,ビジネス英語,1.0,14.0,新宿研修センター,5384.0,01_instructor_schedule_styleA.csv,1.5,8076.0,576.86,通常
INS-018,山口遥,語学,外部講師,2024-01-12,英文ビジネスライティング,1.0,30.0,新宿研修センター,5384.0,01_instructor_schedule_styleA.csv,1.5,8076.0,269.2,通常
INS-018,山口遥,語学,外部講師,2024-01-12,TOEIC対策,1.0,9.0,東京本社A会議室,5384.0,01_instructor_schedule_styleA.csv,1.5,8076.0,897.33,通常
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-12,ハラスメント防止,1.0,20.0,オンライン(Zoom),2439.0,01_instructor_schedule_styleA.csv,1.5,3658.0,182.9,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-15,内部統制基礎,1.0,29.0,東京本社A会議室,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,370.0,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-15,ハラスメント防止,1.0,29.0,名古屋オフィス,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,370.0,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-15,情報セキュリティ研修,1.0,12.0,新宿研修センター,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,894.17,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-15,個人情報保護法,1.0,30.0,オンライン(Teams),7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,357.67,通常
INS-014,井上彩,語学,正社員,2024-01-15,ビジネス英語,1.0,30.0,名古屋オフィス,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,138.07,通常
INS-014,井上彩,語学,正社員,2024-01-15,TOEIC対策,1.0,26.0,オンライン(Zoom),2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,159.31,通常
INS-014,井上彩,語学,正社員,2024-01-15,英文ビジネスライティング,1.0,22.0,オンライン(Zoom),2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,188.27,通常
INS-014,井上彩,語学,正社員,2024-01-15,英語プレゼン,1.0,15.0,名古屋オフィス,2761.0,01_instructor_schedule_styleA.csv,1.5,4142.0,276.13,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-15,コンプライアンス概論,1.0,20.0,名古屋オフィス,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,231.45,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-15,内部統制基礎,1.0,13.0,新宿研修センター,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,356.08,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-15,コンプライアンス概論,1.0,25.0,大阪支社会議室,3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,185.16,通常
INS-007,山本健太,コンプライアンス,契約社員,2024-01-15,情報セキュリティ研修,1.0,29.0,オンライン(Zoom),3086.0,01_instructor_schedule_styleA.csv,1.5,4629.0,159.62,通常
INS-008,中村真理,IT・デジタル,正社員,2024-01-16,データ分析基礎,1.0,9.0,新宿研修センター,2698.0,01_instructor_schedule_styleA.csv,1.5,4047.0,449.67,通常
INS-008,中村真理,IT・デジタル,正社員,2024-01-16,セキュリティ基礎,1.0,17.0,オンライン(Teams),2698.0,01_instructor_schedule_styleA.csv,1.5,4047.0,238.06,通常
INS-008,中村真理,IT・デジタル,正社員,2024-01-16,Pythonプログラミング入門,1.0,9.0,オンライン(Teams),2698.0,01_instructor_schedule_styleA.csv,1.5,4047.0,449.67,通常
INS-009,小林誠,IT・デジタル,正社員,2024-01-16,Pythonプログラミング入門,1.0,22.0,名古屋オフィス,2201.0,01_instructor_schedule_styleA.csv,1.5,3302.0,150.09,通常
INS-009,小林誠,IT・デジタル,正社員,2024-01-16,DX推進セミナー,1.0,18.0,東京本社A会議室,2201.0,01_instructor_schedule_styleA.csv,1.5,3302.0,183.44,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-16,コンプライアンス概論,1.0,29.0,オンライン(Zoom),7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,370.0,通常
INS-015,木村隆二,コンプライアンス,外部講師,2024-01-16,ハラスメント防止,1.0,27.0,東京本社A会議室,7153.0,01_instructor_schedule_styleA.csv,1.5,10730.0,397.41,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-16,内部統制基礎,1.0,18.0,オンライン(Zoom),2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,221.22,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-16,コンプライアンス概論,1.0,28.0,オンライン(Teams),2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,142.21,通常
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-16,ハラスメント防止,1.0,22.0,オンライン(Zoom),2655.0,01_instructor_schedule_styleA.csv,1.5,3982.0,181.0,通常
