student_id,student_name,subject,attendance_rate,midterm_score,final_score,assignment_rate,engagement_score,enrollment_month,course,source_file,score_imputed,dropout_risk_score,risk_category
SID-017,受講生017,情報,87.7,90.5,82.1,98.4,4,11,上級コース,01_受講生データ_A班_202401.csv,False,88.2,低リスク
SID-018,受講生018,数学,74.6,59.4,69.7,77.9,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,69.1,低リスク
SID-018,受講生018,英語,84.0,53.0,66.3,75.9,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,68.5,低リスク
SID-018,受講生018,物理,76.8,67.2,45.3,71.4,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,64.7,中リスク
SID-018,受講生018,国語,81.5,57.4,56.5,71.1,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,66.1,低リスク
SID-018,受講生018,情報,83.4,69.5,47.8,84.9,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,70.1,低リスク
SID-019,受講生019,数学,97.6,74.9,93.5,77.7,4,11,基礎コース,01_受講生データ_A班_202401.csv,False,87.0,低リスク
SID-019,受講生019,英語,93.3,87.8,63.6,97.4,5,11,基礎コース,01_受講生データ_A班_202401.csv,False,86.9,低リスク
SID-019,受講生019,物理,80.6,73.4,65.7,94.4,5,11,基礎コース,01_受講生データ_A班_202401.csv,False,78.9,低リスク
SID-019,受講生019,国語,98.2,88.0,61.4,75.1,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,82.4,低リスク
SID-019,受講生019,情報,81.0,86.2,92.1,81.0,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,83.0,低リスク
SID-020,受講生020,数学,81.1,93.0,97.1,94.3,5,11,基礎コース,01_受講生データ_A班_202401.csv,False,90.2,低リスク
SID-020,受講生020,英語,94.0,94.3,61.6,80.0,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,83.3,低リスク
SID-020,受講生020,物理,90.1,91.1,85.2,96.3,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,88.3,低リスク
SID-020,受講生020,国語,83.1,90.7,67.7,81.8,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,80.1,低リスク
SID-020,受講生020,情報,99.6,86.4,62.2,90.4,5,11,基礎コース,01_受講生データ_A班_202401.csv,False,87.5,低リスク
SID-021,受講生021,数学,65.8,72.1,62.7,64.3,2,7,応用コース,01_受講生データ_A班_202401.csv,False,64.5,中リスク
SID-021,受講生021,英語,68.7,74.5,56.5,79.6,2,7,応用コース,01_受講生データ_A班_202401.csv,False,67.2,低リスク
SID-021,受講生021,物理,77.7,64.3,48.6,83.7,3,7,応用コース,01_受講生データ_A班_202401.csv,False,68.0,低リスク
SID-021,受講生021,国語,76.6,67.5,61.2,83.5,2,7,応用コース,01_受講生データ_A班_202401.csv,False,69.7,低リスク
SID-021,受講生021,情報,68.0,62.7,55.1,71.9,2,7,応用コース,01_受講生データ_A班_202401.csv,False,62.5,中リスク
SID-022,受講生022,数学,82.7,74.7,72.2,85.7,3,5,基礎コース,01_受講生データ_A班_202401.csv,False,77.4,低リスク
SID-022,受講生022,英語,92.2,87.2,76.5,85.2,5,5,基礎コース,01_受講生データ_A班_202401.csv,False,87.1,低リスク
SID-022,受講生022,物理,91.8,76.1,61.4,85.5,3,5,基礎コース,01_受講生データ_A班_202401.csv,False,78.8,低リスク
SID-022,受講生022,国語,89.5,72.9,82.9,89.1,4,5,基礎コース,01_受講生データ_A班_202401.csv,False,83.2,低リスク
SID-022,受講生022,情報,93.0,87.8,72.6,94.7,5,5,基礎コース,01_受講生データ_A班_202401.csv,False,88.2,低リスク
SID-023,受講生023,数学,91.0,80.1,85.0,84.0,5,10,上級コース,01_受講生データ_A班_202401.csv,False,86.5,低リスク
SID-023,受講生023,英語,94.7,96.0,96.8,87.6,4,10,上級コース,01_受講生データ_A班_202401.csv,False,93.4,低リスク
SID-023,受講生023,物理,90.4,93.0,72.6,95.9,4,10,上級コース,01_受講生データ_A班_202401.csv,False,87.5,低リスク
SID-023,受講生023,国語,82.3,67.5,93.7,76.4,4,10,上級コース,01_受講生データ_A班_202401.csv,False,79.6,低リスク
SID-023,受講生023,情報,85.6,76.7,66.9,82.8,3,10,上級コース,01_受講生データ_A班_202401.csv,False,77.4,低リスク
SID-024,受講生024,数学,65.3,70.7,66.4,69.3,3,10,応用コース,01_受講生データ_A班_202401.csv,False,66.7,低リスク
SID-024,受講生024,英語,68.1,65.0,48.0,69.1,3,10,応用コース,01_受講生データ_A班_202401.csv,False,62.5,中リスク
SID-024,受講生024,物理,84.9,69.3,52.8,77.2,3,10,応用コース,01_受講生データ_A班_202401.csv,False,71.7,低リスク
SID-024,受講生024,国語,79.1,59.7,61.0,60.3,3,10,応用コース,01_受講生データ_A班_202401.csv,False,66.4,低リスク
SID-024,受講生024,情報,75.5,54.1,49.1,80.9,2,10,応用コース,01_受講生データ_A班_202401.csv,False,63.2,中リスク
SID-025,受講生025,数学,69.7,39.5,45.2,64.7,2,11,応用コース,01_受講生データ_A班_202401.csv,False,54.3,中リスク
SID-025,受講生025,英語,53.4,33.7,22.4,56.4,1,11,応用コース,01_受講生データ_A班_202401.csv,False,40.1,中リスク
SID-025,受講生025,物理,53.0,36.4,24.5,36.3,1,11,応用コース,01_受講生データ_A班_202401.csv,False,38.0,高リスク
SID-025,受講生025,国語,41.3,28.1,28.8,47.2,2,11,応用コース,01_受講生データ_A班_202401.csv,False,35.6,高リスク
SID-025,受講生025,情報,57.6,37.3,22.5,38.5,2,11,応用コース,01_受講生データ_A班_202401.csv,False,41.0,中リスク
SID-026,受講生026,数学,77.8,66.2,61.8,79.1,3,4,上級コース,01_受講生データ_A班_202401.csv,False,70.5,低リスク
SID-026,受講生026,英語,66.2,59.2,58.5,68.5,3,4,上級コース,01_受講生データ_A班_202401.csv,False,62.4,中リスク
SID-026,受講生026,物理,74.7,69.2,66.3,72.6,3,4,上級コース,01_受講生データ_A班_202401.csv,False,70.1,低リスク
SID-026,受講生026,国語,83.2,64.7,66.3,68.5,3,4,上級コース,01_受講生データ_A班_202401.csv,False,71.3,低リスク
SID-026,受講生026,情報,75.6,52.6,55.0,82.9,2,4,上級コース,01_受講生データ_A班_202401.csv,False,64.3,中リスク
SID-027,受講生027,数学,92.6,71.2,73.6,79.8,3,5,上級コース,01_受講生データ_A班_202401.csv,False,79.4,低リスク
SID-027,受講生027,英語,98.5,80.7,72.3,90.0,3,5,上級コース,01_受講生データ_A班_202401.csv,False,85.1,低リスク
SID-027,受講生027,物理,80.1,74.7,88.1,90.8,5,5,上級コース,01_受講生データ_A班_202401.csv,False,83.0,低リスク
SID-027,受講生027,国語,92.4,81.7,90.5,97.6,5,5,上級コース,01_受講生データ_A班_202401.csv,False,90.5,低リスク
SID-027,受講生027,情報,94.4,98.7,91.3,96.7,3,5,上級コース,01_受講生データ_A班_202401.csv,False,93.0,低リスク
SID-028,受講生028,数学,79.6,61.0,58.8,76.4,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,67.6,低リスク
SID-028,受講生028,英語,84.4,74.6,52.2,78.3,3,10,基礎コース,01_受講生データ_A班_202401.csv,False,72.9,低リスク
SID-028,受講生028,物理,71.9,53.1,46.0,79.4,3,10,基礎コース,01_受講生データ_A班_202401.csv,False,62.0,中リスク
SID-028,受講生028,国語,74.8,74.6,56.6,84.4,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,70.1,低リスク
SID-028,受講生028,情報,80.9,52.1,58.9,80.1,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,66.4,低リスク
SID-029,受講生029,数学,98.5,93.8,61.5,84.3,5,9,上級コース,01_受講生データ_A班_202401.csv,False,87.9,低リスク
SID-029,受講生029,英語,82.2,88.6,88.5,94.3,3,9,上級コース,01_受講生データ_A班_202401.csv,False,85.3,低リスク
SID-029,受講生029,物理,97.3,90.9,92.0,76.2,5,9,上級コース,01_受講生データ_A班_202401.csv,False,91.6,低リスク
SID-029,受講生029,国語,92.4,95.0,60.2,87.9,3,9,上級コース,01_受講生データ_A班_202401.csv,False,83.8,低リスク
SID-029,受講生029,情報,93.5,66.0,76.1,97.4,4,9,上級コース,01_受講生データ_A班_202401.csv,False,82.8,低リスク
SID-030,受講生030,数学,47.1,49.8,30.4,59.9,2,7,基礎コース,01_受講生データ_A班_202401.csv,False,45.2,中リスク
SID-030,受講生030,英語,49.0,40.7,31.9,39.6,2,7,基礎コース,01_受講生データ_A班_202401.csv,False,40.9,中リスク
SID-030,受講生030,物理,45.6,23.0,30.3,55.1,2,7,基礎コース,01_受講生データ_A班_202401.csv,False,37.3,高リスク
SID-030,受講生030,国語,64.2,55.0,28.9,44.3,2,7,基礎コース,01_受講生データ_A班_202401.csv,False,49.9,中リスク
SID-030,受講生030,情報,57.2,54.9,41.0,50.8,1,7,基礎コース,01_受講生データ_A班_202401.csv,False,49.6,中リスク
SID-031,受講生031,数学,87.8,97.0,79.9,78.4,3,7,基礎コース,01_受講生データ_A班_202401.csv,False,85.2,低リスク
SID-031,受講生031,英語,81.3,72.1,60.7,86.3,4,7,基礎コース,01_受講生データ_A班_202401.csv,False,75.3,低リスク
SID-031,受講生031,物理,92.7,77.0,76.8,99.0,5,7,基礎コース,01_受講生データ_A班_202401.csv,False,86.9,低リスク
SID-031,受講生031,国語,90.8,75.0,95.9,80.9,5,7,基礎コース,01_受講生データ_A班_202401.csv,False,86.8,低リスク
SID-031,受講生031,情報,86.5,96.8,81.2,93.6,3,7,基礎コース,01_受講生データ_A班_202401.csv,False,87.3,低リスク
SID-032,受講生032,数学,78.1,57.5,51.0,68.1,3,11,上級コース,01_受講生データ_A班_202401.csv,False,64.6,中リスク
SID-032,受講生032,英語,68.1,71.9,52.1,74.0,2,11,上級コース,01_受講生データ_A班_202401.csv,False,64.6,中リスク
SID-032,受講生032,物理,80.7,61.0,56.9,84.9,3,11,上級コース,01_受講生データ_A班_202401.csv,False,70.1,低リスク
SID-032,受講生032,国語,78.5,70.4,67.6,79.7,2,11,上級コース,01_受講生データ_A班_202401.csv,False,71.8,低リスク
SID-032,受講生032,情報,76.2,52.5,61.3,83.9,2,11,上級コース,01_受講生データ_A班_202401.csv,False,65.9,低リスク
SID-033,受講生033,数学,90.3,80.2,61.4,99.0,5,10,基礎コース,01_受講生データ_A班_202401.csv,False,83.8,低リスク
SID-033,受講生033,英語,80.8,73.6,62.6,86.4,3,10,基礎コース,01_受講生データ_A班_202401.csv,False,74.7,低リスク
SID-033,受講生033,物理,90.3,75.9,62.0,77.8,4,10,基礎コース,01_受講生データ_A班_202401.csv,False,78.4,低リスク
SID-033,受講生033,国語,81.2,89.4,68.3,82.6,4,10,基礎コース,01_受講生データ_A班_202401.csv,False,80.6,低リスク
SID-033,受講生033,情報,87.9,79.6,60.1,77.8,4,10,基礎コース,01_受講生データ_A班_202401.csv,False,78.1,低リスク
SID-034,受講生034,数学,80.0,82.8,79.6,83.3,5,8,基礎コース,01_受講生データ_A班_202401.csv,False,82.1,低リスク
SID-034,受講生034,英語,88.6,92.3,93.6,81.5,3,8,基礎コース,01_受講生データ_A班_202401.csv,False,87.5,低リスク
SID-034,受講生034,物理,84.8,81.8,87.3,80.7,3,8,基礎コース,01_受講生データ_A班_202401.csv,False,82.2,低リスク
SID-034,受講生034,国語,86.6,97.6,61.9,86.5,5,8,基礎コース,01_受講生データ_A班_202401.csv,False,85.1,低リスク
SID-034,受講生034,情報,83.0,66.7,65.5,98.0,5,8,基礎コース,01_受講生データ_A班_202401.csv,False,78.5,低リスク
SID-035,受講生035,数学,65.2,54.7,45.8,62.8,3,7,応用コース,01_受講生データ_A班_202401.csv,False,57.6,中リスク
SID-035,受講生035,英語,69.8,64.2,59.8,81.2,3,7,応用コース,01_受講生データ_A班_202401.csv,False,67.1,低リスク
SID-035,受講生035,物理,65.1,71.3,60.5,64.1,3,7,応用コース,01_受講生データ_A班_202401.csv,False,64.8,中リスク
SID-035,受講生035,国語,82.1,56.4,68.0,71.4,3,7,応用コース,01_受講生データ_A班_202401.csv,False,69.6,低リスク
SID-035,受講生035,情報,77.1,74.6,54.0,80.3,2,7,応用コース,01_受講生データ_A班_202401.csv,False,69.7,低リスク
SID-036,受講生036,数学,96.0,86.0,68.7,85.4,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,84.2,低リスク
SID-036,受講生036,英語,86.4,67.7,61.2,83.7,4,11,基礎コース,01_受講生データ_A班_202401.csv,False,75.7,低リスク
SID-036,受講生036,物理,83.3,90.4,88.3,93.5,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,85.9,低リスク
SID-036,受講生036,国語,86.3,96.2,83.8,78.2,5,11,基礎コース,01_受講生データ_A班_202401.csv,False,87.7,低リスク
SID-036,受講生036,情報,93.9,71.1,80.3,99.8,3,11,基礎コース,01_受講生データ_A班_202401.csv,False,84.2,低リスク
SID-037,受講生037,数学,80.1,65.6,99.7,89.6,4,5,上級コース,01_受講生データ_A班_202401.csv,False,81.6,低リスク
SID-037,受講生037,英語,97.9,95.8,81.4,90.5,3,5,上級コース,01_受講生データ_A班_202401.csv,False,90.6,低リスク
SID-037,受講生037,物理,85.5,66.8,83.8,82.4,4,5,上級コース,01_受講生データ_A班_202401.csv,False,79.5,低リスク
SID-037,受講生037,国語,96.7,65.6,83.8,80.8,4,5,上級コース,01_受講生データ_A班_202401.csv,False,82.9,低リスク
SID-037,受講生037,情報,97.5,73.9,84.4,88.8,4,5,上級コース,01_受講生データ_A班_202401.csv,False,86.5,低リスク
SID-038,受講生038,数学,60.3,45.4,37.0,56.5,1,12,基礎コース,01_受講生データ_A班_202401.csv,False,48.3,中リスク
SID-038,受講生038,英語,69.5,34.7,35.4,30.4,1,12,基礎コース,01_受講生データ_A班_202401.csv,False,44.6,中リスク
SID-038,受講生038,物理,55.6,34.3,22.8,61.1,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,43.0,中リスク
SID-038,受講生038,国語,51.9,43.9,24.5,63.7,1,12,基礎コース,01_受講生データ_A班_202401.csv,False,43.6,中リスク
SID-038,受講生038,情報,46.0,50.1,47.4,37.4,1,12,基礎コース,01_受講生データ_A班_202401.csv,False,43.7,中リスク
SID-039,受講生039,数学,89.4,90.7,95.1,84.5,4,5,基礎コース,01_受講生データ_A班_202401.csv,False,89.4,低リスク
SID-039,受講生039,英語,94.8,90.6,91.3,89.2,4,5,基礎コース,01_受講生データ_A班_202401.csv,False,91.2,低リスク
SID-039,受講生039,物理,82.1,96.6,94.6,95.0,4,5,基礎コース,01_受講生データ_A班_202401.csv,False,89.8,低リスク
SID-039,受講生039,国語,84.1,91.0,60.9,99.5,3,5,基礎コース,01_受講生データ_A班_202401.csv,False,81.8,低リスク
SID-039,受講生039,情報,87.5,90.2,95.5,84.9,4,5,基礎コース,01_受講生データ_A班_202401.csv,False,88.8,低リスク
SID-040,受講生040,数学,58.3,40.3,32.3,51.1,1,6,基礎コース,01_受講生データ_A班_202401.csv,False,44.6,中リスク
SID-040,受講生040,英語,68.1,36.4,25.9,43.2,1,6,基礎コース,01_受講生データ_A班_202401.csv,False,44.6,中リスク
SID-040,受講生040,物理,43.9,25.7,40.5,41.9,1,6,基礎コース,01_受講生データ_A班_202401.csv,False,36.2,高リスク
SID-040,受講生040,国語,68.6,28.5,23.0,56.4,2,6,基礎コース,01_受講生データ_A班_202401.csv,False,45.4,中リスク
SID-040,受講生040,情報,48.3,27.1,25.6,48.3,2,6,基礎コース,01_受講生データ_A班_202401.csv,False,37.3,高リスク
SID-041,受講生041,数学,54.1,29.1,21.4,46.9,1,11,応用コース,01_受講生データ_A班_202401.csv,False,37.5,高リスク
SID-041,受講生041,英語,59.6,37.3,23.3,38.8,2,11,応用コース,01_受講生データ_A班_202401.csv,False,41.9,中リスク
SID-041,受講生041,物理,48.8,46.8,46.3,61.6,1,11,応用コース,01_受講生データ_A班_202401.csv,False,47.3,中リスク
SID-041,受講生041,国語,69.5,53.4,22.2,34.8,2,11,応用コース,01_受講生データ_A班_202401.csv,False,48.6,中リスク
SID-041,受講生041,情報,49.1,39.4,22.9,59.6,2,11,応用コース,01_受講生データ_A班_202401.csv,False,41.8,中リスク
SID-042,受講生042,数学,90.8,70.8,70.1,79.0,4,7,応用コース,01_受講生データ_A班_202401.csv,False,79.1,低リスク
SID-042,受講生042,英語,97.0,85.4,89.4,82.4,5,7,応用コース,01_受講生データ_A班_202401.csv,False,90.5,低リスク
SID-042,受講生042,物理,88.1,91.6,90.9,80.2,4,7,応用コース,01_受講生データ_A班_202401.csv,False,87.7,低リスク
